"Numer","Wartość","Data (Data rozpoczęcia)","Termin zakończenia","Norma rbh do wykonania [h]"
"499/E/10/21","E02","2021-10-12","2021-10-13 13:51","1:01"
"501/E/10/21","E02","2021-10-12","2021-10-13 14:40","0:41"
"502/E/10/21","E02","2021-10-12","2021-10-13 14:33","0:36"
"503/E/10/21","E02","2021-10-12","2021-10-13 14:26","3:06"
"504/E/10/21","E02","2021-10-12","2021-10-13 13:58","0:54"
"505/E/10/21","E02","2021-10-12","2021-10-13 13:44","1:01"
"506/E/10/21","E08","2021-10-12","2021-10-13 07:44","5:02"
"507/E/10/21","E02","2021-10-12","2021-10-13 09:13","0:41"
"508/E/10/21","E02","2021-10-12","2021-10-13 13:37","1:19"
"509/E/10/21","E02","2021-10-12","2021-10-13 13:30","1:19"
"510/E/10/21","E09","2021-10-21","2021-10-22 10:37","4:40"
"511/E/10/21","E08","2021-10-21","2021-10-22 10:23","2:05"
"512/E/10/21","E05","2021-10-22","2021-10-22 09:51","1:04"
"513/E/10/21","E05","2021-10-21","2021-10-22 09:44","1:51"
"515/E/10/21","E08","2021-10-15","2021-10-15 18:32","1:15"
"516/E/10/21","E04","2021-10-15","2021-10-18 08:38","4:38"
"517/E/10/21","E04","2021-10-15","2021-10-18 08:01","3:50"
"518/E/10/21","E02","2021-10-15","2021-10-15 15:37","0:44"
"519/E/10/21","E02","2021-10-12","2021-10-13 08:17","0:56"
"520/E/10/21","E02","2021-10-13","2021-10-13 15:01","0:36"
"521/E/10/21","E02","2021-10-13","2021-10-13 09:34","0:36"
"522/E/10/21","E02","2021-10-13","2021-10-13 14:54","0:36"
"524/E/10/21","E07","2021-10-14","2021-10-15 10:08","2:21"
"525/E/10/21","E07","2021-10-15","2021-10-15 10:01","3:30"
"526/E/10/21","E07","2021-10-14","2021-10-15 09:54","3:32"
"527/E/10/21","E07","2021-10-14","2021-10-15 09:40","3:32"
"528/E/10/21","E07","2021-10-14","2021-10-15 09:19","3:32"
"529/E/10/21","E07","2021-10-14","2021-10-15 09:26","3:32"
"530/E/10/21","E07","2021-10-14","2021-10-15 09:33","3:32"
"531/E/10/21","E07","2021-10-14","2021-10-15 07:10","3:32"
"532/E/10/21","E07","2021-10-14","2021-10-15 06:49","3:32"
"533/E/10/21","E07","2021-10-14","2021-10-15 06:42","3:32"
"534/E/10/21","E07","2021-10-14","2021-10-15 06:35","3:32"
"535/E/10/21","E07","2021-10-14","2021-10-14 20:22","3:32"
"536/E/10/21","E07","2021-10-14","2021-10-15 07:03","3:32"
"537/E/10/21","E07","2021-10-14","2021-10-15 06:56","3:32"
"538/E/10/21","E07","2021-10-14","2021-10-14 20:29","3:32"
"539/E/10/21","E07","2021-10-14","2021-10-15 09:12","3:32"
"540/E/10/21","E07","2021-10-14","2021-10-15 09:47","3:32"
"541/E/10/21","E02","2021-10-13","2021-10-13 10:21","1:14"
"542/E/10/21","E02","2021-10-13","2021-10-13 12:13","0:56"
"543/E/10/21","E02","2021-10-12","2021-10-13 11:31","0:56"
"544/E/10/21","E02","2021-10-12","2021-10-13 08:45","1:40"
"545/E/10/21","E02","2021-10-12","2021-10-13 12:06","0:56"
"546/E/10/21","E02","2021-10-12","2021-10-13 08:38","0:56"
"547/E/10/21","E02","2021-10-12","2021-10-13 11:24","0:56"
"548/E/10/21","E02","2021-10-12","2021-10-13 11:59","0:56"
"549/E/10/21","E02","2021-10-13","2021-10-13 15:08","0:36"
"550/E/10/21","E02","2021-10-13","2021-10-13 16:39","0:45"
"551/E/10/21","E02","2021-10-13","2021-10-13 15:57","1:17"
"552/E/10/21","E02","2021-10-13","2021-10-13 15:50","1:17"
"553/E/10/21","E02","2021-10-13","2021-10-13 11:45","0:56"
"554/E/10/21","E08","2021-10-13","2021-10-13 16:32","4:46"
"555/E/10/21","E02","2021-10-13","2021-10-13 08:52","0:56"
"556/E/10/21","E02","2021-10-13","2021-10-13 15:22","0:36"
"557/E/10/21","E02","2021-10-13","2021-10-13 10:28","1:14"
"558/E/10/21","E02","2021-10-13","2021-10-13 12:20","0:56"
"559/E/10/21","E02","2021-10-13","2021-10-13 15:15","0:36"
"562/E/10/21","E02","2021-10-13","2021-10-13 08:24","0:56"
"563/E/10/21","E02","2021-10-13","2021-10-13 11:38","0:56"
"564/E/10/21","E08","2021-10-21","2021-10-22 07:31","4:23"
"565/E/10/21","E05","2021-10-11","2021-10-11 08:05","0:56"
"566/E/10/21","E06","2021-10-21","2021-10-21 12:42","1:52"
"567/E/10/21","E07","2021-10-20","2021-10-21 08:21","7:38"
"568/E/10/21","E05","2021-10-22","2021-10-22 11:05","3:49"
"569/E/10/21","E08","2021-10-21","2021-10-22 07:00","4:47"
"570/E/10/21","E05","2021-10-21","2021-10-21 16:54","0:27"
"571/E/10/21","E05","2021-10-22","2021-10-22 10:58","1:31"
"572/E/10/21","E05","2021-10-22","2021-10-22 10:51","1:31"
"573/E/10/21","E05","2021-10-22","2021-10-22 10:44","1:15"
"574/E/10/21","E06","2021-10-22","2021-10-22 10:30","4:13"
"575/E/10/21","E07","2021-10-22","2021-10-22 11:19","4:04"
"576/E/10/21","E07","2021-10-22","2021-10-22 11:12","2:16"
"577/E/10/21","E05","2021-10-22","2021-10-22 12:15","1:11"
"578/E/10/21","E03","2021-10-22","2021-10-22 12:08","4:54"
"579/E/10/21","E03","2021-10-22","2021-10-22 12:01","3:41"
"584/E/10/21","E07","2021-10-22","2021-10-22 11:33","4:25"
"585/E/10/21","E05","2021-10-22","2021-10-22 11:26","1:00"
"586/E/10/21","E02","2021-10-13","2021-10-13 16:46","1:37"
"587/E/10/21","E07","2021-10-20","2021-10-21 08:56","5:05"
"588/E/10/21","E06","2021-10-21","2021-10-21 13:17","4:15"
"589/E/10/21","E06","2021-10-21","2021-10-21 13:24","2:59"
"590/E/10/21","E08","2021-10-15","2021-10-15 18:39","1:42"
"591/E/10/21","E08","2021-10-20","2021-10-21 07:33","7:42"
"592/E/10/21","E05","2021-10-22","2021-10-22 13:18","1:11"
"593/E/10/21","E04","2021-10-22","2021-10-22 13:11","2:38"
"594/E/10/21","E04","2021-10-22","2021-10-22 13:04","1:40"
"595/E/10/21","E04","2021-10-22","2021-10-22 12:50","4:25"
"596/E/10/21","E04","2021-10-22","2021-10-22 12:57","3:01"
"597/E/10/21","E04","2021-10-22","2021-10-22 12:36","4:23"
"598/E/10/21","E04","2021-10-22","2021-10-22 12:43","2:43"
"599/E/10/21","E02","2021-10-22","2021-10-22 12:29","1:06"
"600/E/10/21","E02","2021-10-22","2021-10-22 12:22","1:00"
"601/E/10/21","E05","2021-10-22","2021-10-22 14:21","4:46"
"602/E/10/21","E05","2021-10-22","2021-10-25 07:13","4:46"
"603/E/10/21","E05","2021-10-22","2021-10-25 07:06","0:58"
"604/E/10/21","E05","2021-10-22","2021-10-22 13:53","4:32"
"605/E/10/21","E05","2021-10-22","2021-10-22 14:14","4:32"
"606/E/10/21","E05","2021-10-22","2021-10-22 14:07","4:32"
"607/E/10/21","E05","2021-10-22","2021-10-22 14:00","1:05"
"608/E/10/21","E05","2021-10-22","2021-10-22 13:46","4:10"
"609/E/10/21","E05","2021-10-22","2021-10-22 13:39","4:34"
"610/E/10/21","E05","2021-10-22","2021-10-22 13:32","1:25"
"611/E/10/21","E06","2021-10-22","2021-10-22 13:25","3:04"
"612/E/10/21","E06","2021-10-22","2021-10-22 11:47","1:25"
"613/E/10/21","E07","2021-10-22","2021-10-22 11:40","2:55"
"614/E/10/21","E05","2021-10-21","2021-10-21 18:11","1:09"
"615/E/10/21","E05","2021-10-22","2021-10-22 11:54","1:15"
"616/E/10/21","E05","2021-10-21","2021-10-21 18:04","1:22"
"617/E/10/21","E02","2021-10-22","2021-10-22 14:35","0:48"
"618/E/10/21","E05","2021-10-22","2021-10-22 14:28","1:16"
"619/E/10/21","E06","2021-10-15","2021-10-18 08:08","3:40"
"620/E/10/21","E02","2021-10-13","2021-10-14 06:01","0:55"
"621/E/10/21","E06","2021-10-13","2021-10-13 21:54","1:34"
"622/E/10/21","E02","2021-10-13","2021-10-13 16:53","0:34"
"623/E/10/21","E02","2021-10-13","2021-10-13 21:47","0:48"
"624/E/10/21","E02","2021-10-13","2021-10-14 08:12","0:36"
"625/E/10/21","E02","2021-10-13","2021-10-13 21:40","1:18"
"626/E/10/21","E08","2021-10-13","2021-10-14 07:02","4:46"
"627/E/10/21","E02","2021-10-13","2021-10-13 21:33","1:20"
"628/E/10/21","E02","2021-10-13","2021-10-13 21:26","1:02"
"629/E/10/21","E02","2021-10-13","2021-10-13 21:19","1:01"
"630/E/10/21","E02","2021-10-13","2021-10-13 21:12","0:54"
"631/E/10/21","E02","2021-10-13","2021-10-14 07:44","0:54"
"632/E/10/21","E02","2021-10-13","2021-10-14 07:37","0:54"
"633/E/10/21","E05","2021-10-22","2021-10-22 14:49","1:25"
"634/E/10/21","E03","2021-10-22","2021-10-22 14:42","0:40"
"635/E/10/21","E02","2021-10-13","2021-10-14 06:27","2:16"
"636/E/10/21","E02","2021-10-13","2021-10-14 06:08","1:35"
"637/E/10/21","E08","2021-10-22","2021-10-22 14:56","4:46"
"638/E/10/21","E02","2021-10-13","2021-10-14 06:34","0:46"
"639/E/10/21","E02","2021-10-13","2021-10-14 08:54","0:46"
"640/E/10/21","E02","2021-10-14","2021-10-14 09:44","1:52"
"641/E/10/21","E02","2021-10-14","2021-10-14 10:06","1:52"
"642/E/10/21","E02","2021-10-13","2021-10-14 09:37","3:31"
"643/E/10/21","E02","2021-10-13","2021-10-14 09:59","3:31"
"644/E/10/21","E02","2021-10-13","2021-10-14 10:55","1:14"
"645/E/10/21","E02","2021-10-13","2021-10-14 10:13","0:56"
"646/E/10/21","E05","2021-10-22","2021-10-22 15:31","0:50"
"647/E/10/21","E08","2021-10-22","2021-10-25 06:17","4:42"
"648/E/10/21","E08","2021-10-22","2021-10-25 06:38","4:42"
"649/E/10/21","E08","2021-10-22","2021-10-25 06:57","4:42"
"650/E/10/21","E08","2021-10-22","2021-10-25 06:24","4:42"
"651/E/10/21","E04","2021-10-22","2021-10-22 15:24","0:55"
"652/E/10/21","E04","2021-10-22","2021-10-22 15:17","0:53"
"653/E/10/21","E05","2021-10-22","2021-10-22 15:10","2:27"
"654/E/10/21","E05","2021-10-22","2021-10-22 15:03","2:05"
"655/E/10/21","E02","2021-10-22","2021-10-22 15:38","1:04"
"656/E/10/21","E05","2021-10-22","2021-10-22 15:59","3:14"
"657/E/10/21","E03","2021-10-22","2021-10-22 15:52","2:16"
"658/E/10/21","E03","2021-10-22","2021-10-22 15:45","1:29"
"659/E/10/21","E04","2021-10-19","2021-10-19 16:40","1:53"
"660/E/10/21","E04","2021-10-19","2021-10-19 16:33","1:34"
"661/E/10/21","E02","2021-10-19","2021-10-19 16:26","2:11"
"662/E/10/21","E02","2021-10-19","2021-10-19 16:19","1:39"
"663/E/10/21","E04","2021-10-19","2021-10-19 16:12","0:42"
"664/E/10/21","E02","2021-10-19","2021-10-19 16:05","1:06"
"665/E/10/21","E03","2021-10-22","2021-10-22 16:13","2:28"
"666/E/10/21","E02","2021-10-22","2021-10-22 16:06","3:13"
"667/E/10/21","E02","2021-10-13","2021-10-14 11:16","4:29"
"668/E/10/21","E02","2021-10-13","2021-10-14 09:01","1:17"
"669/E/10/21","E02","2021-10-13","2021-10-14 11:30","0:58"
"670/E/10/21","E02","2021-10-13","2021-10-14 09:22","1:01"
"671/E/10/21","E02","2021-10-13","2021-10-14 07:58","0:54"
"672/E/10/21","E02","2021-10-13","2021-10-14 07:51","1:01"
"673/E/10/21","E02","2021-10-13","2021-10-14 08:19","0:41"
"674/E/10/21","E04","2021-10-15","2021-10-15 18:46","1:03"
"675/E/10/21","E04","2021-10-19","2021-10-20 07:20","3:54"
"676/E/10/21","E04","2021-10-19","2021-10-20 07:13","3:54"
"677/E/10/21","E04","2021-10-19","2021-10-20 07:42","3:54"
"678/E/10/21","E04","2021-10-19","2021-10-20 07:35","1:09"
"679/E/10/21","E04","2021-10-19","2021-10-19 16:54","2:09"
"680/E/10/21","E04","2021-10-19","2021-10-19 16:47","1:53"
"681/E/10/21","E02","2021-10-13","2021-10-14 11:37","0:56"
"682/E/10/21","E02","2021-10-13","2021-10-14 12:12","1:17"
"683/E/10/21","E02","2021-10-14","2021-10-14 10:41","0:56"
"684/E/10/21","E02","2021-10-13","2021-10-14 12:05","0:59"
"685/E/10/21","E02","2021-10-13","2021-10-14 08:33","0:59"
"686/E/10/21","E02","2021-10-13","2021-10-14 08:26","0:36"
"687/E/10/21","E02","2021-10-14","2021-10-14 10:34","0:56"
"688/E/10/21","E02","2021-10-13","2021-10-14 10:27","0:56"
"689/E/10/21","E02","2021-10-13","2021-10-14 10:20","0:56"
"690/E/10/21","E02","2021-10-14","2021-10-14 12:54","1:03"
"691/E/10/21","E02","2021-10-14","2021-10-14 11:09","1:14"
"692/E/10/21","E02","2021-10-13","2021-10-14 14:04","1:01"
"693/E/10/21","E02","2021-10-14","2021-10-14 13:50","0:56"
"694/E/10/21","E02","2021-10-14","2021-10-14 08:47","0:36"
"695/E/10/21","E02","2021-10-13","2021-10-14 12:26","1:00"
"696/E/10/21","E02","2021-10-14","2021-10-14 13:43","0:56"
"697/E/10/21","E02","2021-10-14","2021-10-14 13:22","3:05"
"698/E/10/21","E02","2021-10-14","2021-10-14 13:36","1:03"
"699/E/10/21","E02","2021-10-13","2021-10-14 08:05","1:01"
"700/E/10/21","E05","2021-10-13","2021-10-14 13:57","1:12"
"701/E/10/21","E02","2021-10-13","2021-10-14 13:29","1:03"
"702/E/10/21","E02","2021-10-13","2021-10-14 11:02","1:14"
"703/E/10/21","E02","2021-10-13","2021-10-14 13:15","1:03"
"704/E/10/21","E02","2021-10-13","2021-10-14 13:08","1:23"
"705/E/10/21","E02","2021-10-14","2021-10-14 08:40","0:36"
"706/E/10/21","E02","2021-10-13","2021-10-14 13:01","2:22"
"707/E/10/21","E02","2021-10-13","2021-10-14 12:47","3:05"
"708/E/10/21","E02","2021-10-13","2021-10-14 12:40","1:26"
"709/E/10/21","E02","2021-10-14","2021-10-14 09:15","0:46"
"710/E/10/21","E02","2021-10-14","2021-10-14 11:23","1:19"
"711/E/10/21","E02","2021-10-13","2021-10-14 09:08","0:46"
"712/E/10/21","E02","2021-10-13","2021-10-14 12:33","0:56"
"713/E/10/21","E02","2021-10-14","2021-10-14 11:44","0:56"
"714/E/10/21","E02","2021-10-13","2021-10-14 12:19","1:00"
"715/E/10/21","E02","2021-10-14","2021-10-14 10:48","0:56"
"716/E/10/21","E02","2021-10-22","2021-10-25 07:20","4:34"
"717/E/10/21","E02","2021-10-22","2021-10-22 16:27","0:52"
"718/E/10/21","E02","2021-10-22","2021-10-22 16:20","0:59"
"719/E/10/21","E02","2021-10-19","2021-10-19 17:08","1:00"
"720/E/10/21","E02","2021-10-19","2021-10-19 17:01","1:32"
"721/E/10/21","E02","2021-10-19","2021-10-20 06:29","2:32"
"722/E/10/21","E04","2021-10-19","2021-10-20 06:22","3:01"
"723/E/10/21","E02","2021-10-22","2021-10-22 16:48","0:32"
"724/E/10/21","E05","2021-10-13","2021-10-14 11:58","4:19"
"725/E/10/21","E02","2021-10-13","2021-10-14 11:51","1:16"
"726/E/10/21","E02","2021-10-13","2021-10-14 09:51","1:19"
"727/E/10/21","E02","2021-10-13","2021-10-14 09:29","1:01"
"728/E/10/21","E05","2021-10-22","2021-10-22 16:34","1:23"
"729/E/10/21","E05","2021-10-22","2021-10-22 16:41","1:01"
"730/E/10/21","E06","2021-10-22","2021-10-25 06:31","4:06"
"731/E/10/21","E09","2021-10-15","2021-10-18 08:15","4:45"
"732/E/10/21","E07","2021-10-22","2021-10-25 07:27","3:32"
"733/E/10/21","E07","2021-10-22","2021-10-22 18:33","1:36"
"734/E/10/21","E07","2021-10-22","2021-10-22 18:26","1:22"
"735/E/10/21","E07","2021-10-22","2021-10-22 18:19","2:03"
"736/E/10/21","E05","2021-10-22","2021-10-22 18:12","1:19"
"737/E/10/21","E03","2021-10-22","2021-10-22 18:05","0:53"
"738/E/10/21","E05","2021-10-22","2021-10-22 17:58","0:55"
"739/E/10/21","E05","2021-10-22","2021-10-22 17:02","0:34"
"740/E/10/21","E07","2021-10-22","2021-10-25 08:37","3:01"
"741/E/10/21","E07","2021-10-25","2021-10-25 09:01","5:28"
"742/E/10/21","E08","2021-10-22","2021-10-25 08:02","4:26"
"743/E/10/21","E05","2021-10-22","2021-10-22 16:55","1:19"
"744/E/10/21","E02","2021-10-22","2021-10-22 17:51","1:16"
"745/E/10/21","E02","2021-10-22","2021-10-22 17:44","0:34"
"746/E/10/21","E02","2021-10-22","2021-10-22 17:37","0:36"
"747/E/10/21","E02","2021-10-22","2021-10-22 17:30","0:54"
"748/E/10/21","E02","2021-10-22","2021-10-22 17:23","0:45"
"749/E/10/21","E02","2021-10-22","2021-10-22 17:16","0:45"
"750/E/10/21","E02","2021-10-22","2021-10-22 17:09","1:00"
"751/E/10/21","E03","2021-10-22","2021-10-25 08:51","2:59"
"752/E/10/21","E05","2021-10-25","2021-10-25 08:44","2:32"
"753/E/10/21","E02","2021-10-22","2021-10-25 09:29","0:54"
"754/E/10/21","E02","2021-10-22","2021-10-22 18:54","0:36"
"755/E/10/21","E02","2021-10-22","2021-10-25 09:22","0:45"
"756/E/10/21","E02","2021-10-22","2021-10-22 18:47","0:45"
"757/E/10/21","E02","2021-10-22","2021-10-25 09:15","1:16"
"758/E/10/21","E02","2021-10-22","2021-10-25 06:45","1:16"
"759/E/10/21","E02","2021-10-22","2021-10-25 09:08","3:10"
"760/E/10/21","E02","2021-10-22","2021-10-22 18:40","0:36"
"761/E/10/21","E02","2021-10-25","2021-10-25 11:21","1:47"
"762/E/10/21","E02","2021-10-25","2021-10-25 11:14","1:00"
"763/E/10/21","E02","2021-10-25","2021-10-25 11:07","0:36"
"764/E/10/21","E02","2021-10-25","2021-10-25 11:00","1:16"
"765/E/10/21","E02","2021-10-25","2021-10-25 10:53","0:54"
"766/E/10/21","E02","2021-10-25","2021-10-25 10:46","1:01"
"767/E/10/21","E02","2021-10-25","2021-10-25 10:39","0:34"
"768/E/10/21","E02","2021-10-22","2021-10-25 10:32","1:01"
"769/E/10/21","E02","2021-10-25","2021-10-25 10:25","1:01"
"770/E/10/21","E02","2021-10-22","2021-10-25 10:18","0:45"
"771/E/10/21","E02","2021-10-22","2021-10-25 10:11","0:45"
"772/E/10/21","E02","2021-10-22","2021-10-25 10:04","0:45"
"773/E/10/21","E02","2021-10-22","2021-10-25 09:57","0:59"
"774/E/10/21","E02","2021-10-22","2021-10-25 09:50","1:20"
"775/E/10/21","E06","2021-10-22","2021-10-25 08:19","4:30"
"776/E/10/21","E06","2021-10-22","2021-10-25 08:30","4:30"
"777/E/10/21","E07","2021-10-22","2021-10-25 07:40","3:22"
"778/E/10/21","E03","2021-10-25","2021-10-25 11:28","2:29"
"779/E/10/21","E02","2021-10-22","2021-10-25 09:43","1:20"
"780/E/10/21","E07","2021-10-25","2021-10-25 09:36","4:00"
"781/E/10/21","E04","2021-10-25","2021-10-25 11:35","1:11"
"782/E/10/21","E08","2021-10-25","2021-10-25 11:42","1:15"
"783/E/10/21","E07","2021-10-22","2021-10-25 08:12","4:09"
"784/E/10/21","E08","2021-10-25","2021-10-25 12:38","4:23"
"785/E/10/21","E08","2021-10-25","2021-10-25 12:17","3:21"
"786/E/10/21","E08","2021-10-25","2021-10-25 12:10","3:21"
"787/E/10/21","E08","2021-10-25","2021-10-25 12:31","3:21"
"788/E/10/21","E08","2021-10-25","2021-10-25 12:24","3:21"
"789/E/10/21","E05","2021-10-25","2021-10-25 12:03","0:58"
"790/E/10/21","E03","2021-10-25","2021-10-25 15:05","4:44"
"791/E/10/21","E03","2021-10-25","2021-10-25 14:58","0:43"
"792/E/10/21","E03","2021-10-25","2021-10-25 14:51","4:29"
"793/E/10/21","E02","2021-10-25","2021-10-25 11:56","0:56"
"794/E/10/21","E08","2021-10-25","2021-10-25 11:49","4:46"
"795/E/10/21","E02","2021-10-25","2021-10-25 14:44","0:54"
"796/E/10/21","E02","2021-10-25","2021-10-25 14:37","1:18"
"797/E/10/21","E02","2021-10-25","2021-10-25 14:30","2:15"
"798/E/10/21","E02","2021-10-25","2021-10-25 14:23","1:09"
"799/E/10/21","E02","2021-10-25","2021-10-25 14:16","0:56"
"800/E/10/21","E02","2021-10-25","2021-10-25 14:09","0:56"
"801/E/10/21","E02","2021-10-25","2021-10-25 14:02","2:24"
"802/E/10/21","E02","2021-10-25","2021-10-25 13:55","1:14"
"803/E/10/21","E02","2021-10-25","2021-10-25 13:48","1:14"
"804/E/10/21","E02","2021-10-25","2021-10-25 13:41","1:14"
"805/E/10/21","E02","2021-10-25","2021-10-25 13:34","0:59"
"806/E/10/21","E02","2021-10-25","2021-10-25 13:27","1:00"
"807/E/10/21","E02","2021-10-25","2021-10-25 13:20","0:57"
"808/E/10/21","E02","2021-10-25","2021-10-25 13:13","3:08"
"809/E/10/21","E02","2021-10-25","2021-10-25 13:06","0:34"
"810/E/10/21","E05","2021-10-25","2021-10-25 12:45","1:17"
"811/E/10/21","E06","2021-10-22","2021-10-25 07:47","1:53"
"812/E/10/21","E06","2021-10-22","2021-10-25 07:54","1:53"
"813/E/10/21","E02","2021-10-25","2021-10-25 15:26","0:56"
"814/E/10/21","E02","2021-10-25","2021-10-25 15:19","1:27"
"815/E/10/21","E09","2021-10-25","2021-10-25 15:12","4:45"
"816/E/10/21","E05","2021-10-25","2021-10-25 12:59","1:48"
"817/E/10/21","E06","2021-10-25","2021-10-25 12:52","2:37"
"818/E/10/21","E07","2021-10-25","2021-10-25 15:47","3:54"
"819/E/10/21","E03","2021-10-25","2021-10-25 15:40","1:13"
"820/E/10/21","E03","2021-10-25","2021-10-25 15:33","1:21"
"821/E/10/21","E02","2021-10-25","2021-10-25 16:01","1:11"
"822/E/10/21","E04","2021-10-25","2021-10-25 15:54","0:42"
"823/E/10/21","E03","2021-10-25","2021-10-25 16:08","4:20"
"824/E/10/21","E03","2021-10-25","2021-10-25 16:22","4:20"
"825/E/10/21","E03","2021-10-25","2021-10-25 16:15","1:11"
"826/E/10/21","E02","2021-10-25","2021-10-25 16:50","0:41"
"827/E/10/21","E02","2021-10-25","2021-10-25 16:43","0:46"
"828/E/10/21","E02","2021-10-25","2021-10-25 16:36","0:45"
"829/E/10/21","E02","2021-10-25","2021-10-25 16:29","1:17"
"830/E/10/21","E07","2021-10-25","2021-10-25 17:18","2:09"
"831/E/10/21","E07","2021-10-25","2021-10-25 17:11","4:22"
"832/E/10/21","E07","2021-10-25","2021-10-25 17:04","3:58"
"833/E/10/21","E07","2021-10-25","2021-10-25 16:57","2:15"
"834/E/10/21","E02","2021-10-25","2021-10-25 18:00","0:55"
"835/E/10/21","E02","2021-10-25","2021-10-25 17:53","0:55"
"836/E/10/21","E02","2021-10-25","2021-10-25 17:46","0:55"
"837/E/10/21","E02","2021-10-25","2021-10-25 17:39","1:16"
"838/E/10/21","E02","2021-10-25","2021-10-25 17:32","3:43"
"839/E/10/21","E02","2021-10-25","2021-10-25 17:25","0:55"
"840/E/10/21","E02","2021-10-25","2021-10-25 18:14","0:41"
"841/E/10/21","E02","2021-10-25","2021-10-25 18:07","1:02"
"842/E/10/21","E03","2021-10-25","2021-10-25 18:21","0:29"
"843/E/10/21","E05","2021-10-08","2021-10-28","4:29"
"844/E/10/21","E05","2021-10-08","2021-10-28","1:23"
"845/E/10/21","E02","2021-10-08","2021-10-18","1:39"
"846/E/10/21","E02","2021-10-08","2021-10-18","1:03"
"847/E/10/21","E02","2021-10-08","2021-10-18","1:03"
"848/E/10/21","E02","2021-10-08","2021-10-18","4:23"
"849/E/10/21","E02","2021-10-08","2021-10-18","1:03"
"850/E/10/21","E02","2021-10-08","2021-10-18","1:17"
"851/E/10/21","E02","2021-10-08","2021-10-18","1:07"
